Address (block of),Locatison,Neighborhood,Gender,Cause,Story url,Location,age,Latitude,Longitude
900 N. Keeler Ave.,Street,Humboldt Park,Male,Gunshot,http://www.chicagobreakingnews.com/2009/11/west-humboldt-park-man-shot-and-killed.html,900 N. Keeler Ave. Chicago,19,41.897,-87.731
500 W. 62nd St.,Residence,Englewood,Male,Gunshot,http://www.chicagobreakingnews.com/2009/11/englewood-man-is-shot-and-killed.html,500 W. 62nd St. Chicago,21,41.782,-87.638
3300 W. Huron St.,Vehicle,Humboldt Park,Male,Gunshot,http://www.myfoxchicago.com/dpp/news/crime/chicago-man-slain-west-side-shooting,3300 W. Huron St. Chicago,43,41.894,-87.709
2900 E. 87th St.,,South Chicago,Male,Gunshot,http://www.chicagobreakingnews.com/2009/11/boy-16-shot-in-south-chicago-neighborhood.html,2900 E. 87th St. Chicago,17,41.738,-87.554
7500 S. Marshfield Ave.,Street,West Englewood,Male,Gunshot,http://www.chicagobreakingnews.com/2009/11/van-hits-church-after-man-shot-in-head.html,7500 S. Marshfield Ave. Chicago,23,41.757,-87.665
3400 W. Douglas Blvd.,Porch/hallway,North Lawndale,Male,Gunshot,http://www.chicagobreakingnews.com/2009/11/west-side-man-charged-with-revenge-killing.html,3400 W. Douglas Blvd. Chicago,31,41.863,-87.711
500 E. 44th St.,Porch/hallway,Grand Blvd.,Male,Gunshot,http://www.chicagobreakingnews.com/2009/11/marquette-park-teen-dies-after-getting-shot-thanksgiving-eve.html,500 E. 44th St. Chicago,18,41.815,-87.614
800 W. 59th St.,Gas station,Englewood,Male,Gunshot,http://www.chicagobreakingnews.com/2009/11/man-shot-and-killed-at-englewood-gas-station.html,800 W. 59th St. Chicago,21,41.787,-87.645
3400 W. Madison St.,Apartment,East Garfield Park,Female,Gunshot,http://www.chicagobreakingnews.com/2009/11/couples-1st-thanksgiving-ends-in-suspected-murder-suicide.html,3400 W. Madison St. Chicago,30,41.881,-87.711
400 S. Central Ave.,Apartment,Austin,Male,Gunshot,http://www.chicagobreakingnews.com/2009/11/man-found-shot-at-austin-residence.html,400 S. Central Ave. Chicago,36,41.874,-87.765
2700 W. Wilcox St.,Street,East Garfield Park,Male,Gunshot,http://www.chicagobreakingnews.com/2009/11/cops-man-killed-during-armed-robbery-on-west-side.html,2700 W. Wilcox St. Chicago,40,41.880,-87.694
3500 W. 13th Pl.,Vehicle,North Lawndale,Male,Gunshot,http://www.chicagobreakingnews.com/2009/11/man-shot-on-west-side-4.html,3500 W. 13th Pl. Chicago,29,41.864,-87.713
1800 W. 80th St.,Street,Auburn Gresham,Male,Gunshot,http://www.chicagobreakingnews.com/2009/11/dolton-man-shot-dead-on-south-side.html,1800 W. 80th St. Chicago,29,41.748,-87.668
6400 S. Marshfield Ave.,Alley,West Englewood,Female,Strangling,http://www.chicagobreakingnews.com/2009/12/police-seek-new-leads-in-jahmeshia-conner-murder-case.html,6400 S. Marshfield Ave. Chicago,12,41.778,-87.666
6700 S. Evans Ave.,Apartment,Woodlawn,Female,Stabbing,http://www.chicagobreakingnews.com/2009/12/infant-teen-mom-stabbed-in-woodlawn.html,6700 S. Evans Ave. Chicago,18,41.773,-87.607
2700 W. Cermak Rd.,,South Lawndale,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/west-side-man-dies-week-after-he-was-chased-down-shot.html,2700 W. Cermak Rd. Chicago,20,41.852,-87.693
1400 N. Kildare Ave.,Sidewalk,Humboldt Park,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/man-killed-in-west-humboldt-park-neighborhood.html,1400 N. Kildare Ave. Chicago,20,41.906,-87.734
100 W. 74th St.,Alley,Greater Grand Crossing,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/man-found-fatally-shot-in-park-manor-neighborhood.html,100 W. 74th St. Chicago,$null$,41.760,-87.628
400 W. Englewood Ave.,Residence,Englewood,Male,Arson,http://www.chicagobreakingnews.com/2009/12/englewood-fire-that-killed-texas-man-ruled-an-arson.html,400 W. Englewood Ave. Chicago,39,41.781,-87.635
500 W. 75th St.,Street,Englewood,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/man-found-shot-in-west-chatham.html,500 W. 75th St. Chicago,24,41.758,-87.637
4300 W. Ogden Ave.,Vehicle,North Lawndale,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/north-lawndale-man-shot-dead-outside-home.html,4300 W. Ogden Ave. Chicago,36,41.849,-87.731
5100 N. Central Park Ave.,,North Park,Female,Asphyxia,http://www.chicagobreakingnews.com/2009/12/body-chicago-river-north-branch-carmen-central-park-police-investigation-death.html,5100 N. Central Park Ave. Chicago,32,41.974,-87.719
11300 S. Aberdeen St.,Apartment,Morgan Park,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/2-found-shot-killed-in-morgan-park-residence.html,11300 S. Aberdeen St. Chicago,26,41.688,-87.650
11300 S. Aberdeen St.,Apartment,Morgan Park,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/2-found-shot-killed-in-morgan-park-residence.html,11300 S. Aberdeen St. Chicago,29,41.688,-87.650
1600 W. 78th St.,Street,Auburn Gresham,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/cops-2-killed-in-separate-gang-related-south-side-shootings.html,1600 W. 78th St. Chicago,32,41.752,-87.664
8300 S. Rhodes Ave.,,Chatham,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/cops-2-killed-in-separate-gang-related-south-side-shootings.html,8300 S. Rhodes Ave. Chicago,25,41.744,-87.612
7800 S. Kingston Ave.,Street,South Shore,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/boy-killed-and-man-injured-in-south-side-shooting.html,7800 S. Kingston Ave. Chicago,11,41.753,-87.563
300 W. 51st Pl.,Residential yard,Fuller Park,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/man-dies-after-being-found-shot-in-backyard.html,300 W. 51st Pl. Chicago,28,41.801,-87.633
4100 W. Lake St.,Sidewalk,West Garfield Park,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/man-shot-outside-club-dies-from-injuries.html,4100 W. Lake St. Chicago,22,41.886,-87.728
5300 S. Marshfield Ave.,Apartment,New City,Female,Gunshot,http://www.chicagobreakingnews.com/2009/12/woman-found-shot-to-death-on-south-side.html,5300 S. Marshfield Ave. Chicago,40,41.798,-87.666
3000 E. 79th St.,Street,South Chicago,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/man-stabbed-to-death-on-south-side-1.html,3000 E. 79th St. Chicago,24,41.752,-87.553
3100 W. 45th St.,Street,Brighton Park,Male,Gunshot,http://mobile.chicagotribune.com/inf/infomo?view=breakingnews_article&feed:a=chi_trib_1min&feed:c=latest_breaking_news&feed:i=7792818B18F8CC8F100759FBF28D861E,3100 W. 45th St. Chicago,22,41.812,-87.702
4400 W. Thomas St.,,Humboldt Park,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/man-found-pinned-between-van-and-fence-was-shot-to-death.html,4400 W. Thomas St. Chicago,36,41.901,-87.736
3800 W. Diversey Ave.,Street,Avondale,Male,Auto crash,http://www.chicagobreakingnews.com/2009/12/bicyclist-struck-killed-by-car-on-northwest-side.html,3800 W. Diversey Ave. Chicago,32,41.932,-87.722
5900 S. Wabash Ave.,Street,Washington Park,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/man-shot-dead-in-englewood-1.html,5900 S. Wabash Ave. Chicago,25,41.787,-87.624
4300 S. Evans Ave.,,Grand Blvd.,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/man-dies-days-after-being-found-shot.html,4300 S. Evans Ave. Chicago,42,41.816,-87.608
2900 W. Irving Park Rd.,Vehicle,Irving Park,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/cops-fatal-nw-side-shooting-appears-gang-related.html,2900 W. Irving Park Rd. Chicago,23,41.954,-87.701
5500 S. Seeley Ave.,Abandoned building,West Englewood,Female,Strangling,http://www.myfoxchicago.com/dpp/news/metro/woman-apparently-strangled-back-of-yards,5500 S. Seeley Ave. Chicago,$null$,41.794,-87.676
9300 S. May St.,Driveway,Washington Heights,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/man-shot-to-death-on-south-side-saturday-night.html,9300 S. May St. Chicago,20,41.725,-87.652
1700 E. 71st Pl.,,South Shore,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/cops-investigate-shooting-death-of-17-year-old.html,1700 E. 71st Pl. Chicago,17,41.766,-87.582
6800 S. Artesian Ave.,Sidewalk,Chicago Lawn,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/man-dies-after-being-shot-multiple-times-in-englewood.html,6800 S. Artesian Ave. Chicago,22,41.770,-87.685
6800 N. Wayne Ave.,Apartment,Rogers Park,Male,Stabbing,http://www.chicagobreakingnews.com/2009/12/an-18-year-old-man-was-killed.html,6800 N. Wayne Ave. Chicago,18,42.006,-87.665
7000 N. Greenview Ave.,,Rogers Park,Female,Auto crash,http://www.chicagobreakingnews.com/2009/12/man-charged-in-hit-and-run-that-killed-mother-injured-son.html,7000 N. Greenview Ave. Chicago,49,42.009,-87.668
4700 S. King Dr.,,Grand Blvd.,Female,Gunshot,http://www.chicagobreakingnews.com/2009/12/woman-found-shot-in-bronzeville-alley.html,4700 S. King Dr. Chicago,21,41.809,-87.617
1700 N. Long Ave.,Apartment,Austin,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/man-fatally-shot-while-walking-near-west-side-home.html,1700 N. Long Ave. Chicago,29,41.911,-87.761
7000 W. Grand Ave.,Apartment,Montclare,Male,Assault,http://cbs2chicago.com/local/Michael.Difilippis.reward.2.1391353.html,7000 W. Grand Ave. Chicago,29,41.924,-87.801
800 E. 47th St.,Parking lot/garage,Kenwood,Male,Gunshot,http://www.chicagotribune.com/features/chi-ell20091225092813,800 E. 47th St. Chicago,79,41.810,-87.607
8100 S. Evans Ave.,Vehicle,Chatham,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/man-found-shot-to-death-in-vehicle-in-woodlawn.html,8100 S. Evans Ave. Chicago,25,41.747,-87.607
3800 W. Roosevelt Rd.,,North Lawndale,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/man-found-shot-to-death-in-vehicle-in-woodlawn.html,3800 W. Roosevelt Rd. Chicago,23,41.867,-87.691
3500 S. King Dr.,Apartment,Douglas,Male,Stabbing,http://www.chicagobreakingnews.com/2009/12/man-charged-in-fatal-stabbing.html,3500 S. King Dr. Chicago,32,41.831,-87.618
300 W. 119th St.,Parking lot/garage,West Pullman,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/2-wounded-in-separate-far-south-side-shootings.html,300 W. 119th St. Chicago,16,41.678,-87.630
1000 W. 14th St.,CHA hallway/stairwell,Near West Side,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/man-found-shot-in-west-side-hallway.html,1000 W. 14th St. Chicago,$null$,41.863,-87.651
5100 N. St. Louis Ave.,Vehicle,North Park,Male,Gunshot,http://www.chicagobreakingnews.com/2009/12/mans-body-found-in-trunk-in-albany-park.html,5100 N. St. Louis Ave. Chicago,$null$,41.974,-87.716
11000 S. Lowe Ave.,Residence,Roseland,Female,Stabbing,http://www.chicagobreakingnews.com/2010/01/cops-woman-61-dead-after-roseland-home-invasion.html,11000 S. Lowe Ave. Chicago,61,41.694,-87.639
5700 S. Loomis Blvd.,Street,West Englewood,Male,Gunshot,http://www.chicagobreakingnews.com/2010/01/man-found-in-trunk-of-car-was-homicide-victim.html,5700 S. Loomis Blvd. Chicago,27,41.790,-87.660
5900 S. Wolcott Ave.,Residence,West Englewood,Male,Assault,http://www.chicagobreakingnews.com/2010/01/west-englewood-man-dies-after-being-beaten.html,5900 S. Wolcott Ave. Chicago,49,41.787,-87.672
7700 S. Champlain Ave.,,Greater Grand Crossing,Male,Gunshot,http://www.chicagobreakingnews.com/2010/01/man-dies-after-south-side-double-shooting.html,7700 S. Champlain Ave. Chicago,21,41.755,-87.609
2900 W. 61st St.,Sidewalk,Chicago Lawn,Male,Gunshot,http://www.chicagobreakingnews.com/2010/01/man-shot-on-south-side-6.html,2900 W. 61st St. Chicago,$null$,41.783,-87.696
4400 W. Chicago Ave.,Street,Humboldt Park,Male,Gunshot,http://www.chicagobreakingnews.com/2010/01/1-dead-1-wounded-in-west-side-shooting.html,4400 W. Chicago Ave. Chicago,20,41.896,-87.736
7600 S. Prairie Ave.,Residence,Greater Grand Crossing,Female,Gunshot,http://www.chicagobreakingnews.com/2010/01/man-woman-apparent-murder-suicide-victims-on-south-side.html,7600 S. Prairie Ave. Chicago,52,41.756,-87.619
1600 S. California Ave.,Apartment,North Lawndale,Male,Stabbing,http://www.chicagobreakingnews.com/2010/01/woman-charged-in-stabbing-death-of-boyfriend-1.html,1600 S. California Ave. Chicago,30,41.859,-87.696
5700 S. Rutherford Ave.,,Garfield Ridge,Female,Trauma,http://www.chicagobreakingnews.com/2010/02/murder-charges-filed-against-man-in-beating-of-wife.html,5700 S. Rutherford Ave. Chicago,30,41.788,-87.791
200 W. 119th St.,Abandoned building,West Pullman,Female,Strangling,http://www.chicagobreakingnews.com/2010/01/autopsy-woman-found-in-vacant-building-was-strangled.html,200 W. 119th St. Chicago,$null$,41.678,-87.628
8300 S. Buffalo Ave.,Vacant property,South Chicago,Male,Gunshot,http://www.chicagobreakingnews.com/2010/01/man-20-fatally-shot-on-southeast-side.html,8300 S. Buffalo Ave. Chicago,20,41.745,-87.545
6700 N. Sheridan Rd.,Residence,Rogers Park,Male,Arson,http://www.chicagobreakingnews.com/2010/01/resident-charged-in-fatal-apartment-building-fire.html,6700 N. Sheridan Rd. Chicago,49,42.004,-87.661
1300 W. 15th St.,Apartment,Near West Side,Male,Gunshot,http://www.chicagobreakingnews.com/2010/01/2-charged-in-fatal-weekend-shooting.html,1300 W. 15th St. Chicago,23,41.862,-87.659
6000 S. King Dr.,Apartment,Washington Park,Male,Gunshot,http://www.chicagobreakingnews.com/2010/01/man-dies-after-south-side-shooting.html,6000 S. King Dr. Chicago,31,41.786,-87.616
3300 W. 27th St.,Sidewalk,South Lawndale,Male,Gunshot,http://www.chicagobreakingnews.com/2010/01/cops-asking-for-helping-in-finding-teens-killer.html,3300 W. 27th St. Chicago,16,41.843,-87.707
2800 S. Kenneth Ave.,Porch/hallway,South Lawndale,Male,Gunshot,http://www.chicagobreakingnews.com/2010/01/1-man-dead-1-wounded-in-little-village-shooting.html,2800 S. Kenneth Ave. Chicago,20,41.840,-87.736
400 N. St. Louis Ave.,Street,Humboldt Park,Male,Gunshot,http://www.chicagobreakingnews.com/2010/01/fatal-shooting-in-east-garfield-park-neighborhood.html,400 N. St. Louis Ave. Chicago,41,41.889,-87.714
400 N. Central Ave.,,Austin,Male,Gunshot,http://www.chicagobreakingnews.com/2010/01/3-wounded-in-west-side-shooting.html,400 N. Central Ave. Chicago,17,41.888,-87.765
900 N. Hamlin Ave.,Sidewalk,Humboldt Park,Male,Gunshot,http://www.chicagobreakingnews.com/2010/01/prosecutors-man-was-killed-in-dispute-over-drug-customer.html,900 N. Hamlin Ave. Chicago,20,41.897,-87.721
8200 S. Chappel Ave.,Street,South Chicago,Male,Gunshot,http://www.chicagobreakingnews.com/2010/01/man-shot-seriously-injured-on-south-side.html,8200 S. Chappel Ave. Chicago,24,41.746,-87.575
1100 N. Keystone Ave.,Residential yard,Humboldt Park,Male,Gunshot,http://www.chicagobreakingnews.com/2010/02/teen-chased-shot-dead-in-west-humboldt-park.html,1100 N. Keystone Ave. Chicago,17,41.901,-87.728
8300 S. Hermitage Ave.,Vehicle,Auburn Gresham,Male,Gunshot,http://www.chicagobreakingnews.com/2010/02/two-shot-one-fatally-on-south-side.html,8300 S. Hermitage Ave. Chicago,18,41.743,-87.667
8500 S. Morgan St.,Vehicle,Auburn Gresham,Female,Gunshot,http://www.chicagobreakingnews.com/2010/02/police-investigate-double-slaying-in-gresham.html,8500 S. Morgan St. Chicago,44,41.740,-87.649
8500 S. Morgan St.,Vehicle,Auburn Gresham,Male,Gunshot,http://www.chicagobreakingnews.com/2010/02/police-investigate-double-slaying-in-gresham.html,8500 S. Morgan St. Chicago,28,41.740,-87.649
7100 S. Jeffery Blvd.,Currency Exchange,South Shore,Male,Stabbing,http://www.chicagobreakingnews.com/2010/02/teen-charged-in-fatal-south-shore-stabbing.html,7100 S. Jeffery Blvd. Chicago,24,41.766,-87.577
5000 W. Fulton St.,Residence,Austin,Male,Strangling,http://www.chicagobreakingnews.com/2010/02/man-found-stabbed-to-death-on-west-side.html,5000 W. Fulton St. Chicago,52,41.886,-87.751
3000 S. Christiana Ave.,Alley,South Lawndale,Male,Strangling,http://www.chicagobreakingnews.com/2010/02/murder-victim-found-in-little-village-alley-was-stickney-man.html,3000 S. Christiana Ave. Chicago,25,41.839,-87.709
7900 S. Halsted St.,Street,Auburn Gresham,Male,Gunshot,http://www.wbbm780.com/pages/6389828.php?contentType=4&contentId=5605435,7900 S. Halsted St. Chicago,30,41.750,-87.645
6100 S. King Dr.,Sidewalk,Washington Park,Male,Gunshot,http://www.chicagobreakingnews.com/2010/02/man-charged-with-fatal-woodlawn-shooting.html,6100 S. King Dr. Chicago,33,41.784,-87.616
300 E. 131st Pl.,Porch/hallway,Riverdale,Male,Gunshot,http://www.southtownstar.com/news/2043246,300 E. 131st Pl. Chicago,24,41.656,-87.614
11200 S. Hermosa Ave.,Street,Morgan Park,Male,Gunshot,http://www.chicagobreakingnews.com/2010/02/man-dies-after-getting-shot-on-far-south-side.html,11200 S. Hermosa Ave. Chicago,20,41.690,-87.668
4300 W. Flournoy St.,Porch/hallway,West Garfield Park,Male,Gunshot,http://www.chicagobreakingnews.com/2010/02/man-shot-dead-on-west-side-1.html,4300 W. Flournoy St. Chicago,25,41.873,-87.733
8200 S. Drexel Ave.,Porch/hallway,Chatham,Male,Stabbing,http://www.chicagobreakingnews.com/2010/02/1-dead-1-injured-in-stabbing-in-chatham.html,8200 S. Drexel Ave. Chicago,$null$,41.746,-87.603
6100 N. Sheridan Rd.,Apartment,Edgewater,Female,Abuse,http://www.chicagobreakingnews.com/2010/02/woman-charged-with-murder-in-death-of-newborn-girl.html,6100 N. Sheridan Rd. Chicago,$null$,41.992,-87.655
6000 W. Melrose St.,Residence,Portage Park,Male,Trauma,http://www.chicagobreakingnews.com/2010/02/man-charged-with-killing-girfriends-2-year-old-son.html,6000 W. Melrose St. Chicago,2,41.940,-87.776
300 W. 75th St.,Sidewalk,Greater Grand Crossing,Male,Gunshot,http://www.chicagobreakingnews.com/2010/02/south-side-man-shot-dead.html,300 W. 75th St. Chicago,$null$,41.758,-87.632
4300 W. Potomac Ave.,,Humboldt Park,Male,Gunshot,http://www.chicagobreakingnews.com/2010/02/3-people-shot-in-humboldt-park.html,4300 W. Potomac Ave. Chicago,16,41.905,-87.734
6100 N. Hamilton Ave.,,West Ridge,Male,Gunshot,http://www.chicagobreakingnews.com/2010/02/man-dies-after-being-shot-in-west-rogers-park.html,6100 N. Hamilton Ave. Chicago,25,41.992,-87.684
4100 W. West End Ave.,,West Garfield Park,Male,Gunshot,http://www.chicagobreakingnews.com/2010/02/teen-killed-in-west-side-shooting.html,4100 W. West End Ave. Chicago,15,41.883,-87.729
600 E. 79th St.,,Greater Grand Crossing,Male,Stabbing,http://www.chicagobreakingnews.com/2010/02/man-found-fatally-stabbed-in-chatham.html,600 E. 79th St. Chicago,54,41.751,-87.610
3000 S. Avers Ave.,,South Lawndale,Male,Stabbing,http://www.chicagobreakingnews.com/2010/03/man-found-dead-stabbed-on-sw-side.html,3000 S. Avers Ave. Chicago,$null$,41.839,-87.721
8200 S. Kenwood Ave.,,Avalon Park,Male,Stabbing,http://www.chicagobreakingnews.com/2010/03/man-found-stabbed-to-death-in-south-side-home.html,8200 S. Kenwood Ave. Chicago,35,41.746,-87.592
